"goalkeeper","birthPlace","team","ground"
"Wellington de Lima Gomes","Brazil","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Wellington de Lima Gomes","Brazil","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Weon Jong-teok","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Weon Jong-teok","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Weon Jong-teok","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Werner Scholz","Germany","Alemannia 1900 e.V.","Tivoli"
"Werner Scholz","Germany","Aachener Turn- und Sportverein","Tivoli"
"Werner Scholz","Germany","Alemannia Aachen","Tivoli"
"Wilko de Vogt","Netherlands","Twente","De Grolsch Veste"
"Wilko de Vogt","Netherlands","Football Club Twente","De Grolsch Veste"
"Wilson","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Wilson","Brazil","Vitória","Estádio Manoel Barradas"
"Wilson","Brazil","Esporte Clube Vitória","Barradão"
"Wilson","Brazil","Vitória","Barradão"
"Wilson Júnior","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Wilson Júnior","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Wilson Raimundo Júnior","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Wilson Raimundo Júnior","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Wilson Rodrigues de Moura Júnior","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Wilson Rodrigues de Moura Júnior","Brazil","Vitória","Estádio Manoel Barradas"
"Wilson Rodrigues de Moura Júnior","Brazil","Esporte Clube Vitória","Barradão"
"Wilson Rodrigues de Moura Júnior","Brazil","Vitória","Barradão"
"Won Jong-Duk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Won Jong-Duk","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Won Jong-Duk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Been","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Been","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Been","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-been","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-been","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-been","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yaroslav Vazhynskyi","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yaroslav Vazhynskyi","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yaroslav Volodymyrovych Vazhynskyi","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yaroslav Volodymyrovych Vazhynskyi","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen  Halchuk","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yevhen  Halchuk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen Halchuk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen Halchuk","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yevhen Volodymyrovych Halchuk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen Volodymyrovych Halchuk","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yoo Hyun","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun (유현)","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun (유현)","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun (유현)","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Zach Thornton","United States","Benfica","Estádio do Sport Lisboa e Benfica"
"Zach Thornton","United States","Benfica","Estádio da Luz"
"Zach Thornton","United States","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Zach Thornton","United States","Sport Lisboa e Benfica","Estádio da Luz"
"Zé Carlos","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Zé Carlos","Brazil","Vitória","Estádio Manoel Barradas"
"Zé Carlos","Brazil","Esporte Clube Vitória","Barradão"
"Zé Carlos","Brazil","Vitória","Barradão"
"Álvaro José Solís Lonazo","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Álvaro José Solís Lonazo","Colombia","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Álvaro Solís","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Álvaro Solís","Colombia","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"顾超","Shanghai","杭州绿城","Yellow Dragon Sports Centre Stadium"
"顾超","Shanghai","杭州绿城足球俱乐部","Yellow Dragon Sports Centre Stadium"
"顾超","Shanghai","Hangzhou Greentown FC","Yellow Dragon Sports Centre Stadium"
"顾超","Shanghai","Hángzhōu Lǜchéng","Yellow Dragon Sports Centre Stadium"
"顾超","Shanghai","Hangzhou Greentown","Yellow Dragon Sports Centre Stadium"
