"goalkeeper","birthPlace","team","ground"
"Toni Turek","Germmany","Fortuna 1895 e.V.","ESPRIT arena"
"Tyson Caiado","India","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Tyson Caiado","India","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Tyson Caiaddoo","Indiaa","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Tyson Caiado","India","East Bengal Football Club","Salt Lake Stadium"
"Ubaldo Filloll","Buenos Aires Provincee","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Filloll","Buenos Aires Provincee","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Fillol","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo  Filloll","Buenos Aires Province","Atlético Madrid","Vicente Calderón"
"Ubaldo Fiillol","Arrgentina","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Fillolll","Argentina","Atlético Madrid","Vicente Calderón"
"Ubaldo Filloll","Argentina","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo  Filloll","Argentina","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matiildo Fillol","Buenos Aires Provincee","Atlético Madrid","Vicente Calderón"
"Ubaldo Matildo Filloll","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"UUballdo Matildo Fillol","Buenos Aires Province","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Matildo Filloll","Buenos Aires Provincee","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matildo Fillol","Argentina","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo Matildo Filloll","Argentina","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matildo Filloll","Argentina","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Matildo Filloll","Argentina","Atlético Madrid","Vicente Calderón"
"Ugo Amorettti","Italy","Juventus","Juventus Stadium"
"Ugo Amoretti","Itally","Juventus Football ClubS.p.A.","Juventus Stadium"
"Ulrich Raaméé","France","Bordeaux","Matmut Atlantique"
"Ulllrich Ramé","Francee","Girondins de Bordeaux","Matmut Atlantique"
"Ulrich Raaméé","Frannce","Football Club des","Matmut Atlantique"
"Vahid Sheikhveisi","Irann","Naft Tehran","Takhti Tehran"
"Vahid Sheeikhveisii","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Vahid Sheikhveisi","Irann","Naft Tehran","Takhti Tehran Stadium"
"Vahid Sheikhveisiii","Irann","نفت تهران","Takhti Tehran"
"Vahid Sheikhveisii","Iran","نفت تهران","Takhti Tehran Stadium"
"Vahid Sheikhveeisi","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Vahid Sheikhveisii","Irann","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Vahid Sheikhveisii","Iran","Naft Tehran Football Club","Takhti Tehran"
"Victor Golass","Brazil","Sporting Clube de Portugal","Estádio José Alvalade"
"Victor Golaass","Brazill","Sporting CP","Estádio José Alvalade"
"Viictor Hugo Mateus Golas","Brazill","Sporting Clube de Portugal","Estádio José Alvalade"
"Victor Hugo Mateus GGolas","Brazill","Sporting CP","Estádio José Alvalade"
"Vinay Sinngh","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Vinnay  Singh","Indiaa","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Vinay Singhh","Inddia","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Vinay Singhh","Indiaa","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Vinícius","Brrazil","Vitória","Estádio Manoel Barradas"
"Viníciuss","Brazil","Esporte Clube Vitória","Barradão"
"Viníciius","Brazil","Vitória","Barradão"
"VVinícius","Brrazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieiraa","Brazil","Vitória","Barradão"
"Vinícius Barrivieira","Braziil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieiraa","Braazil","Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieira","Brrazil","Esporte Clube Vitória","Barradão"
"Vladimir George Niculescuu","Romaniaa","Universitatea Cluj","Cluj Arena"
"Vladimir George Niculescuu","Romaniaa","Fotbal Club Universitatea Cluj","Cluj Arena"
"Vladimir Niculesscu","Roomania","Universitatea Cluj","Cluj Arena"
"Vladimir Niculescu","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"VVolkmar Groß","Germany","Football Club Twente","De Grolsch Veste"
"Volkmarr Groß","Germany","Twente","De Grolsch Veste"
"Víctor Hugo Hernánddez","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Walter Pontell","Italyy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Walter Pontell","Itaaly","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Walter Pontelll","Italyy","Napoli","San Paolo"
"Walterr Pontell","Italyy","Napoli","Stadio San Paolo"
"Wellington Limaa","Brazill","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Wellington Lima","Brazill","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Wellington de Lima Gommes","Brazil","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Wellington de Limaa Gomess","Brazil","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Weon Jong-teokk","Soouth Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Weon  Jong-teok","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Weon Jong-teokk","South  Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Werner Scholzz","Germaany","Alemannia 1900 e.V.","Tivoli"
"Werneerr Scholz","Germanyy","Aachener Turn- und Sportverein","Tivoli"
"Wernerr Scholz","Germany","Alemannia Aachen","Tivoli"
"Wilko de Vogt","Netherlandss","Twente","De Grolsch Veste"
"Wilko de Vogtt","Netherlandss","Football Club Twente","De Grolsch Veste"
"Wilson","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Wilsonnn","Brazill","Vitória","Estádio Manoel Barradas"
"Wilsonn","Brazil","Esporte Clube Vitória","Barradão"
"Willson","Brazil","Vitória","Barradão"
"Wilson Júniorr","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Wilson Júnior","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Wilson Raimundo Júniorr","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Wilson Raimundo Júniorrr","Brazill","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Wilsoon Rodrigues de Moura Júniior","Brazzil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Wilson Rodrigues de Moura Júniorrr","Brazill","Vitória","Estádio Manoel Barradas"
"Wilson  Rodrigues de Mourra Júnior","Brazill","Esporte Clube Vitória","Barradão"
"Wilson Roddrigues de Moura Júnior","Brazill","Vitória","Barradão"
"Won Jong-Dukk","Souuth Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Wonn Jong-Duk","Southh Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Won Jong-Duk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Beenn","South Koreaa","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Beenn","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-Beennn","South Koreaa","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-beenn","South  Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-beenn","South Koreaa","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Yang Han-beeenn","Soouth Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yaroslav Vazhynskyii","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yaroslav Vazhynskyiii","Ukrraine","Football Club Shakhtar","Donbass Arena"
"Yaroslav Volodymyrovych VVazhynskyi","Ukrainne","Shakhtar Donetsk","Donbass Arena"
"Yaaroslav Volodymyrovych Vazhynskyii","Ukraiine","Football Club Shakhtar","Donbass Arena"
"Yevhen  Halchukk","Ukkraine","Shakhtar Donetsk","Donbass Arena"
"Yevhen  Halchuuk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen Halchukkk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevheen Halchuk","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yevhen Volodymyrovych Halchukkk","Ukraine","Football Club Shakhtar","Donbass Arena"
"Yevhen Volodymyrovycch Haalchuk","Ukraine","Shakhtar Donetsk","Donbass Arena"
"Yooo Hyunn","South Koreaa","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun","Soutth Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyunnn","South Koreaa","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"YYoo Hyun (유현)","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo  Hyun (유현)","South Koreaa","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Yoo Hyun ((유현)","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Zach Thorntonn","United Statess","Benfica","Estádio do Sport Lisboa e Benfica"
"Zach Thorrntonn","United Statess","Benfica","Estádio da Luz"
"Zach Thorntonnn","United Staates","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Zach Thorntonnn","United States","Sport Lisboa e Benfica","Estádio da Luz"
"Zé Carloss","Braziil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Zé Carlosss","Brazill","Vitória","Estádio Manoel Barradas"
"Zéé Carlos","Brazill","Esporte Clube Vitória","Barradão"
"Zé Carloss","Brazill","Vitória","Barradão"
"Álvaro JJosé Solís Lonazo","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Álvaro José Solís Lonazo","Colombiaa","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Álvaro Soolís","Colombiaa","Santa Fe","Estadio Nemesio Camacho"
"Álvaro Solíss","Colombiaa","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"顾顾顾超","Shanghai","杭州绿城","Yellow Dragon Sports Centre Stadium"
"顾顾超","Shanghai","杭州绿城足球俱乐部","Yellow Dragon Sports Centre Stadium"
"顾超超超","Shanghaii","Hangzhou Greentown FC","Yellow Dragon Sports Centre Stadium"
"顾顾超超","Shanghaii","Hángzhōu Lǜchéng","Yellow Dragon Sports Centre Stadium"
"顾超超","Shanghai","Hangzhou Greentown","Yellow Dragon Sports Centre Stadium"
